Organismgrupp,TaxonId,Vetenskapligt namn (vid riskklassificeringens genomförande),Auktor,Svenskt namn,Artens status,Ursprunglig utbredning,"Riskkategori, utfall enligt GEIAA metodik",Utslagsgivande kriterier,Summering,Invasionspotential,Ekologisk effekt,Effekt av klimatförändring på invasionspotential,Effekt av klimatförändring på ekologisk effekt,"Klimatförändring, betydelse",Livsmiljö,Referenser
Kräftdjur,233833,Pacifastacus leniusculus,"(Dana, 1852)",signalkräfta,Främmande art,,SE,"4AB,4DI","En nordamerikansk kräfta som sedan 1960-talet har utplanterats i ett stort antal svenska vatten i syfte att skapa kräftfiskemöjligheter där den inhemska flodkräftan, Astacus astacus, försvunnit på grund av kräftpest (Svärdson 1965, Sahlin m.fl. 2017, HaV 2020). Till det yttre och i livsmiljö är signalkräfta lik flodkräftan. Den mest framträdande skiljekaraktären är att i klons ”tumveck” finns (vanligen) hos signalkräfta en stor ljus fläck (att signalera med) medan flodkräfta har en röd fläck eller vårta. Arterna skiljs också genom att signalkräftan saknar flodkräftans små vassa taggar på vardera sidan av ryggskölden, längs ryggsköldens tvärfåra. Längd upp till 200 mm. Arten är listad i EU:s förordning om främmande invasiva arter samt har ett svenskt hanteringsprogram (EU 2014, 2017, HaV 2020).","Klimatförändring ökar risken att signalkräftan sprider sig norrut, vilket skulle få tydligt negativa effekter på den inhemska flodkräftan, som idag har sina största populationer i Norrland (HaV 2020). När ett flodkräftbestånd drabbas av kräftpest är risken betydande att signalkräfta sätts ut (illegalt) för att man tror att detta ger ett snabbt resultat vad gäller möjlighet till kräftfiske. Detta är dock långt i från alltid fallet, istället kan man göra kräftpesten permanent i vattnet. Arten har ett stort svenskt utbredningsområde redan idag men detta skulle kunna öka betydligt genom en kombination av direkta mänskliga aktiviteter och ett varmare klimat.","Signalkräftan stor negativ effekt på den inhemska flodkräftan genom att vara en vektor för kräftpest. Kräftpestalgsvampen Aphanomyces astaci har en separat riskbedömning, se även denna. Signalkräftan kan även ha en betydande negativ effekt på naturligt förekommande växter samt bottenfaunaarter (Jussila & Edsman 2020, Bohman & Nyström 2022). Effekten på olika fiskarter och deras ägg är oklar (Bohman & Nyström 2022). Arten är listad i EU:s förordning om främmande invasiva arter samt har ett svenskt hanteringsprogram (EU 2014, 2017, HaV 2020).",yes,yes,"Klimatförändring ökar risken att signalkräftan sprider sig norrut, vilket skulle få tydligt negativa effekter på den inhemska flodkräftan, som idag har sina största populationer i Norrland.",Limnisk,"Bohman, P. & Nyström, P. (2022). Signalkräftans påverkan på Vätterns ekosystem (146). Vätternvårdsförbundet. https://pub.epsilon.slu.se/30350/1/bohman-p-et-al-220412.pdf
Jussila, J. & Edsman, L. (2020). Relaxed attitude towards spreading of alien crayfish species affects protection of native crayfish species: case studies and lessons learnt from a Fennoscandian viewpoint. Freshwater Crayfish 25(1), 39–46.  https://doi.org/10.5869/fc.2020.v25-1.039
Larson, E.R., Twardochleb, L.A. & Olden, J.D. (2017). Comparison of trophic function between the globally invasive crayfishes Pacifastacus leniusculus and Procambarus clarkii. Limnology 18(3), 275–286.  https://doi.org/10.1007/s10201-016-0505-8
Europaparlamentets och rådets förordning (EU) (2014). Nr 1143/2014 av den 22 oktober 2014 om förebyggande och hantering av introduktion och spridning av invasiva främmande arter. http://data.europa.eu/eli/reg/2014/1143/oj
Svärdson, G. (1965). The American crayfish Pacifastacus leniusculus (Dana) introduced into Sweden.  (Rep Inst Freshw Res, Drottningholm  46: 90-94.).
James, J., Thomas, J.R., Ellis, A., Young, K.A., England, J. & Cable, J. (2016). Over-invasion in a freshwater ecosystem: newly introduced virile crayfish (Orconectes virilis) outcompete established invasive signal crayfish (Pacifastacus leniusculus). Marine and Freshwater Behaviour and Physiology 49(1), 9–18.  https://doi.org/10.1080/10236244.2015.1109181
European Union (2017). Invasive Alien Species of Union concern. Publications Office of the European Union. https://ec.europa.eu/environment/nature/pdf/IAS_brochure_species.pdf
Westman, K., Savolainen, R. & Julkunen, M. (2002). Replacement of the native crayfish Astacus astacus by the introduced species Pacifastacus leniusculus in a small, enclosed Finnish lake: a 30-year study. Ecography 25(1), 53–73.  https://doi.org/10.1034/j.1600-0587.2002.250107.x
Zu Ermgassen, P.S. & Aldridge, D.C. (2011). Predation by the invasive American signal crayfish, Pacifastacus leniusculus Dana, on the invasive zebra mussel, Dreissena polymorpha Pallas: the potential for control and facilitation. Hydrobiologia 658(1), 303–315.  https://doi.org/10.1007/s10750-010-0500-8
Havs- och vattenmyndigheten (2020). Hanteringsprogram för signalkräfta (Rapport 2020:27). Havs- och vattenmyndigheten. https://www.havochvatten.se/data-kartor-och-rapporter/rapporter-och-andra-publikationer/publikationer/2019-12-12-hanteringsprogram-for-signalkrafta.html
Sahlin, U., Edsman, L. & Bohman, P. (2017). Riskanalys av signalkräfta i Sverige (CEC Rapport 04). Centrum för miljö- och klimatforskning, Lunds universitet.
Peay, S. & Rogers, D. (1999). The peristaltic spread of signal crayfish (Pacifastacus leniusculus) in the River Warfe, Yorkshire, England. Freshwater Crayfish 12, 666–676.
Lowery, R.S. & Holdich, D.M. (1988). Pacifastacus leniusculus in North America and Europe, with detalis of the distribution of introduced and native crayfish species in Europe. I: Holdich, D.M. & Lowery, R.S. (red.) Freshwater crayfish: biology, management and exploitation. London: Croom Helm, Timber Press. 283–308.
Dubois, J.P., Gillet, C. & Michoud, M. (2006). Expansion of the invading signal crayfish (Pacifastacus leniusculus Dana) population in Lake Geneva along the shoreline west of Thonon-les-Bains, between 2001 and 2006 - Impact and harvest. Bulletin Francais De La Peche Et De La Pisciculture 382, 45–56.
Larsson, M. (2014).  Signalkräftans spridningshastighet och populationsutveckling på en ny lokal. [Examensarbete]. Karlstad: Karlstads Universitet, Fakultetenför hälsa, natur-och teknikvetenskap."
Kräftdjur,6330379,Pagurus longicarpus,"Say, 1817",,Dörrknackare,från Mexico i söder (Mexikanska golfen) och norrut upp till St. Lawrencebukten i Canada,PH,"4AB,1",,,,yes,yes,Fler larver kan överleva vid en något högre temperatur vid svenska västkusten och en möjlig konkurrenssituation skulle uppträda mellan denna art och den inhemska Pagurus bernhardus (rödvit eremitkräfta),Marin,"Neumann, H., Knebelsberger, T., Barco, A. & Haslob, H. (2022). First record and spread of the long-wristed hermit crab Pagurus longicarpus Say, 1817 in the North Frisian Wadden Sea (Germany). Bioinvasions records 11(2), 482–494.  https://doi.org/10.3391/bir.2022.11.2.21"
Kräftdjur,243858,Palaemon longirostris,"H.Milne Edwards, 1837",deltaräka,Främmande art,Atlantkusten av Europa från västra brittiska öarna och söderut till Marocko,LO,"3A,1","Det är en art som har stor tolerans för vattenmiljö, från sött till marin, men fungerar bäst i brackvatten under 10 psu. Arten är funnen vara en sk katadrom art vilket medför att den vandrar till bräckt vatten för att reproducera sig.",Har en potential att etablera sig i flodmynningar och om miljöförhållanden är de rätta så sker larvspridning snabbt längs Östersjökusten i Sverige,"Då den företrädesvis kommer att finnas i flodmynningar, men även längs Östersjökusten så är arten både en födoresurs för kustfiskar, men även en konkurrent till Östersjöräkan, Palaemon adspersus och en predator på små kräftdjur.",yes,yes,Större möjlighet för fortplantning och därmed spridning inom svensk Östersjökust,"Marin, Bräckt vatten","Cartaxana, A. (2015). Morphometric and molecular analyses for populations of Palaemon longirostris and Palaemon garciacidi (Crustacea, Palaemonidae): Evidence for a single species. Estuarine, coastal and shelf science 154, 194–204.  https://doi.org/10.1016/j.ecss.2014.12.045
de Carvalho-Souza, G.F., Cuesta, J.A. & González-Ortegón, E. (2023). Estimating the life-history parameters of the white prawn, Palaemon longirostris (Crustacea: Palaemonidae), in a temperate European estuary (Version 1) [Opublicerat]. Research Square. https://doi.org/10.21203/rs.3.rs-3337017/v1 [2025-01-17]
Spich, K., Witalis, B., Gromisz, S., Szymanek, L. & Woźniczka, A. (2024). Non-native shrimps in Polish coastal waters: first record of Palaemon longirostris H. Milne Edwards, 1837 and new sites for P. macrodactylus Rathbun, 1902. Oceanologia 66(4). https://doi.org/10.5697/DTMY8095
Zettler, M.L. (2002). Crustaceologische Neuigkeiten aus Mecklenburg-Vorpommern
. Archiv der Freunde der Naturgeschichte in Mecklenburg 41, 15–36.
Sezgin, M., Aydemir, E., Ateş, A.S., Katağan, T. & Özcan, T. (2007). On the presence of the non-native estuarine shrimp, Palaemon longirostris H.Milne-Edwards, 1837 (Decapoda, Caridea), in the Black Sea. Aquatic invasions 2(4), 464–465.  https://doi.org/10.3391/ai.2007.2.4.21"
Kräftdjur,261397,Palaemon macrodactylus,"Rathbun, 1902",storklotångräka,Dörrknackare,"Ursprung är vatten runt Japan, Korea och norra Kina",SE,"4AC,3G",En asiatisk tångräka som finns på många kuster i världen.,Arten kan enkelt spridas till nya områden då den har en stor tolerans mot variationer i både salinitet som temperatur,Förutom att den är en god predator som kan påverka artsammansättningen av mindre ryggradslösa djur så konkurrerar den med Crangon crangon och Palaemon adspersus på svenska ostkusten,yes,yes,Arten har redan ett så stort spann i temperaturtolerans att en ökning av vattentemperaturen inte skulle påverka den i någon större grad.,"Marin, Bräckt vatten","Janas, U. & Tutak, B. (2014). First record of the oriental shrimp Palaemon macrodactylus M.J. Rathbun, 1902 in the Baltic Sea. Oceanological and Hydrobiological Studies 43, 431–435.  https://doi.org/10.2478/s13545-014-0157-4
Ashelby, C.W., De Grave, S. & Johnson, M.L. (2013). The global invader Palaemon macrodactylus (Decapoda, Palaemonidae): an interrogation of records and a synthesis of data. Crustaceana 86(5), 594–624.  https://doi.org/10.1163/15685403-00003203
Vázquez, M.G., Bas, C.C. & Spivak, E.D. (2016). Ontogeny of Salinity Tolerance in the Invasive Shrimp Palaemon Macrodactylus (Caridea: Palaemonidae). Journal of Crustacean Biology 36(2), 214–219.  https://doi.org/10.1163/1937240X-00002410
Ashelby, C.W., Worsfold, T.M. & Fransen, C.H.J.M. (2004). First records of the oriental prawn Palaemon macrodactylus (Decapoda: Caridea), an alien species in European waters, with a revised key to British Palaemonidae. Journal of the Marine Biological Association of the United Kingdom 84, 1041–1050.  https://doi.org/10.1017/s0025315404010392h
 d'Udekem d'Acoz, C., Faasse, M., Dumoulin, E. & De Blauwe, H. (2005). Occurrence of the asian shrimp palaemon macrodactylus in the southern bight of the north sea, with a key to the palaemonidae of north-western europe (crustacea: decapoda: caridea). Nederlandse Faunistische Mededelingen 22, 95–111."
Kärlväxter,222596,Panicum miliaceum,L.,hirs,Främmande art,Ursprung: indiska kontinenten.,PH,"4AB,1",Hirs är ett ettårigt gräs som är vanligt förekommande som fågelfrö.,Arten bedöms ha en hög invasionspotential även om den helt beror på mänsklig aktivitet.,Inga uppgifter om dokumenterade negativa ekologiska effekter har hittats men arten är ett gräs och kan likt så många storvuxna gräsarter ha påverkan lokalt på sin omgivning. Då arten endast förekommer som tillfällig på sina växtplatser beräknas detta inte orsaka någon större ekologisk effekt inom ett 50-årsperspektiv.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
Edqvist, M. & Karlsson, T. (2007). Smålands flora. Uppsala: SBT-förlaget."
Kärlväxter,220251,Papaver cambricum,L.,engelsk vallmo,Främmande art,"Ursprung: Västeuropa, norrut till Irland och södra England.",PH,"4A,1",Engelsk vallmo är en flerårig men inte särskilt långlivad ört hemmahörande i västra Europa.,Arten bedöms ha låg-måttlig invasionspotential. Arten förekommer endast enstaka i naturliga miljöer men då arten har en effektiv fröförökning antas en större spridning i framtiden. ,Ingen känd eller förväntad ekologisk effekt i svensk natur.,yes,yes,,Terrester,"Jonsell, B. (red.) (2001). Flora Nordica 2. Chenopodiaceae – Fumariaceae. Stockholm: The Bergius Foundation.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]"
Kärlväxter,222868,Papaver croceum,Ledeb.,sibirisk vallmo,Främmande art,Ursprung: södra Sibirien och Centralasien.,SE,"4AB,3DH",Sibirisk vallmo är en flerårig ört från Altai.,Invasionspotentialen bedöms vara relativt hög och arten är spridd i nästan hela landet. Den har dock lättare att klara sig och etablera sig i norr än i Sydsverige.,"Den ekologiska effekten består i att enstaka plantor konkurrerar med andra arter om växtplatsen. Arten växer i miljöer där även rödlistade arter förekommer och konkurrens om plats kan vara på bekostnad av sådana arter. Det olyckliga är att arten förekommer i fjällmiljöer som är relativt opåverkade miljöer. Arten har även visat sig kunna hybridisera med den inhemska och rödlistade arten fjällvallmo Papaver radicatum (bevisat för underarten lappvallmo, men gäller troligen även underarten laestadiusvallmo). Detta har observerats i odling. I dagsläget är det dock inte känt att sibirisk vallmo skulle förekomma på någon av fjällvallmons naturliga växtplatser.",yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
NOBANIS (2024). Online Database of the North European and Baltic Network on Invasive Alien Species. https://www.nobanis.org/  [2024-08-30]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]
Jonsell, B. (red.) (2001). Flora Nordica 2. Chenopodiaceae – Fumariaceae. Stockholm: The Bergius Foundation."
Kärlväxter,222876,Papaver lasiothrix,Fedde,jättevallmo,Främmande art,"NV Iran, C och Ö Turkiet, Kaukasus",PH,"4AB,1","Jättevallmo är en flerårig ört hemmahörande i nordvästra Iran, centrala och östra Turkiet samt Kaukasus.",Jättevallmo bedöms ha relativt hög invasionspotential. Arten säljs av handelsträdgårdar och har många introduktionstillfällen. Spridning ut i naturliga miljöer har inte påvisats och bedöms heller inte ske i större omfattning under kommande 50 år. ,"Ingen känd eller förväntad ekologisk effekt i svensk natur, men är lokalt vanlig efter vägkanter och kring bebyggelse.",yes,yes,,Terrester,"NOBANIS (2024). Online Database of the North European and Baltic Network on Invasive Alien Species. https://www.nobanis.org/  [2024-08-30]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
Jonsell, B. (red.) (2001). Flora Nordica 2. Chenopodiaceae – Fumariaceae. Stockholm: The Bergius Foundation.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]"
Kärlväxter,222874,Papaver orientale,L.,orientvallmo,Främmande art,"Ursprung: Iran, Turkiet och Kaukasus.",PH,"4A,1","Orientvallmo är en flerårig ört hemmahörande i nordvästra Iran, sydöstra Turkiet och Kaukasus.","Orientvallmo bedöms ha relativt hög invasionspotential. Spridning ut i andra miljöer än efter vägar och nära trädgårdar är ovanligt. Bedöms inte spridas i ut i andra naturmiljöer i större omfattning under kommande 50 år, men bör hållas under uppsikt.",Orientvallmo har ingen känd eller förväntad ekologisk effekt i svensk natur.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]
Jonsell, B. (red.) (2001). Flora Nordica 2. Chenopodiaceae – Fumariaceae. Stockholm: The Bergius Foundation.
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-10-07]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
NOBANIS (2024). Online Database of the North European and Baltic Network on Invasive Alien Species. https://www.nobanis.org/  [2024-08-30]
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]"
Kärlväxter,222879,Papaver somniferum,L.,opievallmo,Främmande art,"Opievallmo är ansedd härstamma från medelhavsområdet, Afrika: Algeriet, Libyen, Marocko, Tunisien; Europa: Balearerna, Frankrike, Italien, Korsika, Madeira, Portugal, Sardinien, Sicilien, Spanien men är odlad i större delen av Europa sedan urminnes tider och har nu en världsvid utbredning som förvildad från odling.",PH,"4AB,1",Opievallmo är en ettårig ört. Opievallmo är inte känd i vilt tillstånd men odlad i större delen av Europa sedan urminnes tider och har nu en världsvid utbredning som förvildad från odling. Arten har inte riskklassificerats i Norge på grund av att den har så kort livslängd på varje plats. Eftersom arten anses vara bofast i Sverige ska den klassificeras.,Opievallmo bedöms ha relativt hög invasionspotential. Spridning ut i naturliga miljöer har inte påvisats och bedöms heller inte ske i större omfattning under kommande 50 år. ,Ingen känd eller förväntad ekologisk effekt i svensk natur.,yes,yes,,Terrester,"Jonsell, B. (red.) (2001). Flora Nordica 2. Chenopodiaceae – Fumariaceae. Stockholm: The Bergius Foundation.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]
NOBANIS (2024). Online Database of the North European and Baltic Network on Invasive Alien Species. https://www.nobanis.org/  [2024-08-30]
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]"
Ringmaskar och planarier,6332054,Parakontikia ventrolineata,"(Dendy, 1892)",,Dörrknackare,,LO,"3A,1",Parakontikia ventrolineata är en medelstor australisk plattmask som är spridd på brittiska öarna och på den europeiska kontinenten. Upp till 40 mm lång. Mörk med två tätt sittande längsgående grå band mitt på ryggen. Allätare och förefaller mer leva på levande eller död vegetation samt på frukter än vara rovlevande.,"Arten kan säkerligen följa med i den omfattande importen av växter och jord från kontinenten till Sverige. Det kan inte uteslutas att den redan finns i landet. Det är möjligt men inte klarlagt om den kan överleva i södra Sverige idag, men i ett framtida varmare klimat säkert så.","Okänd effekt på naturliga ekosystem. Arten är dock känd som något av trädgårdsskadegörare, på bland annat jordgubbar (Justine m.fl. 2024). Främst förefaller den dock hittas på fallfrukt. Fler studier om födoval och effekter behövs.",yes,yes,,Terrester,"Thunnissen, N.W., de Waart, S.A., Collas, F.P.L., Jongejans, E., Hendriks, A.J., van der Velde, G. & Leuven, R.S.E.W. (2022). Risk screening and management of alien terrestrial planarians in The Netherlands. Management of biological invasions 13(1), 81–100.  https://doi.org/10.3391/mbi.2022.13.1.05
Justine, J.-L., Gastineau, R. & Winsor, L. (2024). Land flatworms (Tricladida: Geoplanidae) in France and French overseas territories: ten years of research. Zoologia (Curitiba, Brazil) 41. https://doi.org/10.1590/S1984-4689.v41.e24004"
Blötdjur,250128,Paralaoma servilis,"(Shuttleworth, 1852)",ribbpunktsnäcka,Dörrknackare,,LO,"3A,1",En mycket liten landsnäcka (bredd kring 2 mm). Har oceaniskt eller asiatiskt ursprung. Endast hittad en gång i Sverige. Arten skulle sanno­likt redan idag kunna etablera sig i södra Sverige.,"Kan spridas till urbana områden i Sverige medelst handel. Arten är tvåkönad och kan självbefrukta, därmed kan en enda individ ge upphov till en ny population.",Inga dokumenterade effekter på naturlig fauna och flora.,yes,yes,,Terrester,"von Proschwitz, T. (2007). Faunistiskt nytt 2006 – snäckor, sniglar och musslor – samt något om ribbpunktsnäcka
Paralaoma servilis (Shuttleworth) – en för Sverige ny, människospridd landsnäcka. Göteborgs naturhistoriska museum årstryck 47–69.
Schmid, G. (2002). Das Bambus-Tick oder Paralaoma servilis, die Gerippte Punktschnecke, in SW-Deutschland. I: Falkner, M., Groh, K. & Speight, M.C.D. (red.) Collectanea Malacologica. Festschrift für Gerhard Falkner. Hackenheim: ConchBooks. 377–403.
Van den Neucker, T. & Ronsmans, J. (2015). The globally invasive Paralaoma servilis (gastropoda: punctidae) reported for the first time in Belgium. Journal of Conchology 42(1), 95–96.
von Proschwitz, T., Roth, J., Lundin, K. & Back, R. (2023). Nationalnyckeln till Sveriges flora och fauna. Blötdjur: Snyltsnäckor–skivsnäckor. Mollusca: Pyramidellidae–Planorbidae. (DN 168–202). Uppsala: SLU Artdatabanken."
Kräftdjur,245264,Paralithodes camtschaticus,"(Tilesius, 1815)",kungskrabba,Dörrknackare,,LO,"2A,1",Arten finns för närvarande i Nordnorges fjordar och har licens fiske öster om 26° E med minimistorlek. Väster om 26° E är det fritt fiske för att förhindra spridning söderut. Sannolikhetens för att den ska nå Svenska kuster är minimal.,"Till svenska kusten måste invasionspotentialen var mycket låg då arten kräver kallt vatten med mycket föda. Dessutom utvecklas larverna bäst vid temperaturer runt 6 °C (CABI factsheet - Paralithodes camtschaticus), så om larvsläppningen sker under försommaren så är det troligen för höga temperaturer i ytvattnet och med en ökad havstemperatur så är sannolikheten att få en reproducerande population på svenska västkusten nära med 0!",Den ekologiska effekten av en reproducerande population är mycket stor då arten äter det mesta och strukturerar om sin miljö på bytesdjur och beväxning.,yes,yes,Med en ökad havstemperatur så miskar artens möjlighet att fortplanta sig,Marin,
